hgnc_symbol,uniprotswissprot
LRRIQ3,A6PVS8
FGF5,""
JRK,O75564
COG4,""
RORB,Q92753
DTD2,Q96FN9
DTD2,""
RYR3,Q15413
JRK,""
GPR33,Q49SQ1
RYR3,""
PSCA,""
PSCA,O43653
ADCYAP1R1,P41586
ADCYAP1R1,""
CC2D2A,Q9P2K1
LY6K,Q17RY6
FSCB,Q5H9T9
LY6K,""
ZBTB38,""
TNS3,""
BMS1,Q14692
SMARCD2,Q92925
SMARCD2,""
ZBTB38,Q8NAP3
RET,""
WDR20,Q8TBZ3
PPP5C,P53041
WDR20,""
PPP5C,""
RGS20,O76081
CC2D2A,""
TNNI3K,Q59H18
TNNI3K,""
COG4,Q9H9E3
RGS20,""
LRRC53,A6NM62
ACTC1,""
CCDC8,""
CCDC8,Q9H0W5
FAM90A27P,""
ACTC1,P68032
ERICH3,Q5RHP9
ZSCAN4,Q8NAM6
ERICH3,""
GRAMD1B,""
FEM1A,Q9BSK4
TICAM1,Q8IUC6
ZNF839,A8K0R7
TRIO,""
ZNF839,""
PCBP2,Q15366
TASOR,Q9UK61
GRAMD1B,Q3KR37
RET,P07949
TNS3,Q68CZ2
CINP,Q9BW66
CLEC16A,""
PLIN3,O60664
TRIO,O75962
CINP,""
CLEC16A,Q2KHT3
PCBP2,""
PLIN3,""
TASOR,""
MAT1A,Q00266
MAT1A,""
GRK7,Q8WTQ7
CRYZ,Q08257
DYDC1,Q8WWB3
SLC6A6,""
DYDC1,""
FBXO31,""
FBXO31,Q5XUX0
TMC8,Q8IU68
MMP13,P45452
MMP13,""
DYDC2,""
ALS2,Q96Q42
DYDC2,Q96IM9
TRPM6,Q9BX84
MAP1LC3B,Q9GZQ8
MAP3K12,Q12852
CRYZ,""
TRPM6,""
ALS2,""
MAP1LC3B,""
TECPR2,O15040
ATPSCKMT,Q6P4H8
C9orf40,Q8IXQ3
CSH1,""
ATPSCKMT,""
MAP3K12,""
TYW3,Q6IPR3
ATF7-NPFF,""
TYW3,""
CSH1,P0DML2
CARNMT1,Q8N4J0
CARNMT1,""
UHRF1,Q96T88
UHRF1,""
EPS8L2,""
PUM3,""
LCMT1,""
SLC18A1,P54219
SLC6A6,P31641
PRXL2A,Q9BRX8
UQCR11,O14957
OSTN,""
OSTN,P61366
FILIP1L,""
SLC18A1,""
SEPTIN7,""
LCMT1,Q9UIC8
FILIP1L,Q4L180
SEPTIN7,Q16181
CD79B,P40259
PUM3,Q15397
PPP1R13B,""
ATF7,P17544
WDR88,""
PPP1R13B,Q96KQ4
ATF7,""
AQP8,""
WDR88,Q6ZMY6
AQP8,O94778
LRP3,""
ZKSCAN2,Q63HK3
COPG1,Q9Y678
LRP3,O75074
ZKSCAN2,""
EPS8L2,Q9H6S3
CCT5,""
ATP5MC2,Q06055
SLC13A2,Q13183
CCT5,P48643
COPG1,""
ATP6V1B2,P21281
ATP6V1B2,""
ATP5MC2,""
SLC13A2,""
SLC7A10,Q9NS82
FPGT-TNNI3K,""
FOXN1,O15353
ATP5MJ,P56378
SLC7A10,""
RASSF9,O75901
SLX1B,Q9BQ83
NAA15,""
NAA15,Q9BXJ9
ATP5MJ,""
SLX1B,""
NTS,""
CEBPG,P53567
LZTS1,Q9Y250
NTS,P30990
DST,Q03001
TPM1,""
NTMT1,Q9BV86
TSPAN14,Q8NG11
CMBL,Q96DG6
NTMT1,""
LINGO3,P0C6S8
HNRNPA1L3,A0A2R8Y4L2
MGAT4C,Q9UBM8
SPMAP2L,P0DJG4
AGPS,""
C9orf50,Q5SZB4
MGAT4C,""
KRTAP5-11,Q6L8G4
C9orf50,""
PRODH2,Q9UF12
PRODH2,""
AGPS,O00116
ASB6,""
HMCES,""
ASB6,Q9NWX5
PET100,""
SPINK2,""
PET100,P0DJ07
SPINK2,P20155
CIMAP1A,Q96PU9
PRRX2,Q99811
HMCES,Q96FZ2
TSPAN14,""
GALNTL6,""
FOXD4L6,Q3SYB3
ZNG1F,""
TDRD9,Q8NDG6
ZNG1F,Q4V339
TDRD9,""
GALNTL6,Q49A17
CENPO,Q9BU64
WRAP53,Q9BUR4
STXBP2,""
SH2D4B,Q5SQS7
DST,""
SH2D4B,""
PSMD13,""
ZNF732,B4DXR9
WRAP53,""
BRD3OS,A0A1B0GUI7
TEX36,""
TEX36,Q5VZQ5
DNAJC27,Q9NZQ0
ZNF141,Q15928
ZNF141,""
ZNF721,""
BAHCC1,Q9P281
ZNF721,Q8TF20
CIPC,""
BRD3,Q15059
C5orf15,Q8NC54
BRD3,""
MBD4,O95243
STXBP2,Q15833
CIPC,Q9C0C6
GYPB,""
PSMD13,Q9UNM6
MBD4,""
TMEM63C,""
VDAC1,P21796
GYPB,P06028
PKD1,P98161
VDAC1,""
RHO,P08100
PKD1,""
ZNF451,""
TPM1,P09493
H1-8,Q8IZA3
PLXND1,""
TMEM63C,Q9P1W3
ADCY3,O60266
ADCY3,""
FGD4,""
UGT2B28,Q9BY64
SFT2D3,Q587I9
EDRF1,Q3B7T1
PIGO,Q8TEQ8
PIGO,""
POLR2D,O15514
LDHAL6A,Q6ZMR3
POLR2D,""
EDRF1,""
PUS7,""
PUS7,Q96PZ0
UGT2B4,P06133
TMC6,Q7Z403
UGT2B4,""
TMC6,""
TRIM3,O75382
FGD4,Q96M96
PLXND1,Q9Y4D7
MMP21,""
GALC,""
ZNF451,Q9Y4E5
UGT2A1,P0DTE4
MMP21,Q8N119
TRIM3,""
UGT2A1,""
CEP63,Q96MT8
STAT5B,""
CEP63,""
TCF7,P36402
TCF7,""
UROS,""
STAT5B,P51692
GALC,P54803
SAP130,Q9H0E3
MDK,P21741
RAB26,""
MDK,""
SAP130,""
TSSK1B,Q9BXA7
RPTOR,""
RAB26,Q9ULW5
YTHDC2,""
PSD4,Q8NDX1
PSD4,""
TRAF7,""
NSMF,Q6X4W1
CTBP1,Q13363
IRAG2,""
CTBP1,""
SYNE3,Q6ZMZ3
NSMF,""
YTHDC2,Q9H6S0
SYNE3,""
WASHC5,Q12768
RPS27A,P62979
WASHC5,""
RPS27A,""
BRAF,""
GLRX5,Q86SX6
GLRX5,""
CFAP299,Q6V702
BRAF,P15056
PEPD,P12955
CFAP299,""
PEPD,""
COL9A1,P20849
WHRN,""
IRAG2,Q12912
NSMCE2,""
WHRN,Q9P202
FAM187B,Q17R55
MCC,P23508
TRAF7,Q6Q0C0
MCC,""
NSMCE2,Q96MF7
UROS,P10746
KIF9,Q9HAQ2
COL9A1,""
DNAJA1,P31689
NPFF,O15130
TCL1B,O95988
TRIB1,Q96RU8
CFAP73,A6NFT4
TRIB1,""
CFAP73,""
RGMB,""
RGMB,Q6NW40
KIF9,""
CASKIN1,Q8WXD9
FBN1,P35555
SULT1C2,O00338
CHD1,""
FBN1,""
FOS,""
GPR171,O14626
CHD1,O14646
GPR171,""
RPTOR,Q8N122
SULT1C2,""
SMU1,Q2TAY7
P2RY14,Q15391
FOS,P01100
P2RY14,""
SCYL1,""
B4GALT1,""
B4GALT1,P15291
BMPR1B,O00238
BMPR1B,""
GPR87,Q9BY21
ZNF484,""
ZNF484,Q5JVG2
P2RY13,Q9BPV8
P2RY12,Q9H244
SULT1C4,O75897
SCYL1,Q96KG9
DDX54,Q8TDD1
IGSF10,""
JDP2,Q8WYK2
IGSF10,Q6WRI0
JDP2,""
DDX54,""
USF2,Q15853
DPP7,""
MLST8,""
BCCIP,Q9P287
RITA1,Q96K30
CACNA2D1,P54289
USF2,""
TOPAZ1,Q8N9V7
CACNA2D1,""
OBSCN,""
DPP7,Q9UHL4
RITA1,""
IQCD,Q96DY2
UNC5C,O95185
OBSCN,Q5VST9
IQCD,""
UNC5C,""
SLC26A8,Q96RN1
HAMP,P81172
DHX32,""
LPO,P22079
NFIL3,""
NFIL3,Q16649
SLC26A8,""
DHX32,Q7L7V1
IFNA6,""
IFNA6,P05013
DTX1,Q86Y01
LPO,""
IFNA4,P05014
IFNA7,P01567
IFNA10,P01566
IFNA16,P05015
KLHL9,""
KLHL9,Q9P2J3
MAG,""
H3C13,Q71DI3
H2AC20,Q16777
H2AC21,Q8IUE6
BOLA1,Q9Y3E2
FANK1,Q8TC84
CSNK1A1,P48729
FANK1,""
MPO,P05164
EIF4E,P06730
TCAIM,Q8N3R3
MPO,""
CSNK1A1,""
EIF4E,""
MYZAP,P0CAP1
REV1,Q9UBZ9
TFCP2,Q12800
TFCP2,""
ABRAXAS2,Q15018
MYZAP,""
ALDH1A1,P00352
ALDH1A1,""
DAP,P51397
DAP,""
TSPOAP1,""
SV2A,Q7L0J3
REV1,""
METAP1,""
CCDC91,""
MAG,P20916
SF3B4,Q15427
SF3B4,""
METAP1,P53582
POTEF,A5A3E0
PHLDB1,Q86UU1
POTEF,""
FCGR1A,""
TCAIM,""
FCGR1A,P12314
ANXA1,""
GPR25,O00155
RBM44,Q6ZP01
TRA2B,P62995
ANXA1,P04083
CCDC91,Q7Z6B0
ADH5,P11766
XPA,""
TRA2B,""
XPA,P23025
CTBP2,P56545
FOXE1,O00358
OR6C3,Q9NZP0
NABP1,""
PHLDB1,""
TRMO,""
TRMO,Q9BU70
CTBP2,""
KRT3,P12035
ADH5,""
RNLS,Q5VYX0
RARRES1,P49788
LSR,""
KRT4,P19013
HEMGN,Q9BXL5
KRT4,""
TSPOAP1,O95153
IDNK,Q5T6J7
IDNK,""
EYA4,O95677
LSR,Q86X29
KRT79,Q5XKE5
EYA4,""
KRT79,""
MLST8,Q9BVC4
KRT78,Q8N1N4
KRT78,""
ADH4,P08319
MFSD1,""
SUPT4H1,P63272
SUPT4H1,""
CCNY,""
ADH4,""
NABP1,Q96AH0
UBQLN1,Q9UMX0
WNT11,O96014
WNT11,""
UBQLN1,""
CALD1,Q05682
CAVIN2,O95810
SMLR1,H3BR10
CALD1,""
ADH6,""
KRT18,P05783
KRT18,""
ADH6,P28332
MFSD1,Q9H3U5
ZNF169,Q14929
RNF43,Q68DV7
ZNF169,""
ADH1A,P07327
RNF43,""
ACTG2,""
UNC13D,""
CEACAM7,Q14002
FOLR2,""
CCNY,Q8ND76
FOLR2,P14207
ADH1B,P00325
GJD4,Q96KN9
CEACAM5,P06731
FZD8,Q9H461
ACTG2,P63267
CEACAM5,""
CEACAM6,""
KIF21B,O75037
P2RX3,P56373
CEACAM6,P40199
DGUOK,Q16854
P2RX3,""
INPPL1,""
BRICD5,Q6PL45
BRICD5,""
PGP,A6NDG6
PGP,""
KRT8,P05787
CEACAM3,P40198
ADH1C,P00326
ADH1C,""
CEACAM3,""
CALU,O43852
LYPD4,Q6UWN0
KRT8,""
OR6C74,A6NCV1
UNC13D,Q70J99
CTNND2,""
DMRTC2,Q8IXT2
DMRTC2,""
E4F1,""
CALU,""
INPPL1,O15357
PRKCQ,Q04759
CTNND2,Q9UQB3
E4F1,Q66K89
HTR5A,P47898
RPS19,""
HTR5A,""
TMEM9,Q9P0T7
ADIRF,""
CD44,""
ADIRF,Q15847
RPS19,P39019
TMEM9,""
ACTN1,P12814
ERFL,A0A1W2PQ73
GCOM1,""
GFPT1,Q06210
RABAC1,""
DNASE1L2,Q92874
GFPT1,""
RABAC1,Q9UI14
DNASE1L2,""
EPB41L2,""
ACTN1,""
IGFN1,Q86VF2
ECI1,P42126
EEF1AKMT2,""
HBEGF,Q99075
SAMD13,Q5VXD3
ECI1,""
SAMD13,""
ABCC9,O60706
EEF1AKMT2,Q5JPI9
CHRFAM7A,Q494W8
TMEM81,Q6P7N7
ABCC9,""
SGPL1,""
SGPL1,O95470
SPARC,P09486
MTR,Q99707
PTGDR,Q13258
MTR,""
SPARC,""
RAMAC,Q9BTL3
CTC1,Q2NKJ3
C15orf40,""
PTGER2,""
PTGER2,P43116
C15orf40,Q8WUR7
CTC1,""
TMEM72,A0PK05
KIF5C,O60282
TCHP,Q9BT92
DPP6,""
SRP9,P49458
SRP9,""
TCHP,""
DPP6,P42658
BTBD1,Q9H0C5
RASSF4,Q9H2L5
RASSF4,""
BTBD1,""
C6,P13671
ATP1A3,""
ANKRD13A,""
ATP1A3,P13637
HDGFL3,""
PACRGL,Q8N7B6
PACRGL,""
C6,""
DEPP1,Q9NTK1
DEPP1,""
ZNF22,P17026
HDGFL3,Q9Y3E1
C7,""
C7,P10643
LYPD6B,Q8NI32
ANKRD13A,Q8IZ07
TMEM63A,O94886
LYPD6B,""
TMEM63A,""
CD79A,P11912
CD79A,""
SMAD3,P84022
LRCH4,O75427
LRCH4,""
LEFTY1,O75610
SMAD3,""
LEFTY2,O00292
LYPD6,Q86Y78
LYPD6,""
RNF5,""
BCL2L12,""
CD44,P16070
SRPK2,""
RBM20,Q5T481
RBM20,""
BCL2L12,Q9HB09
EPHX1,P07099
EPHX1,""
KCNIP4,Q6PIL6
SRPK2,P78362
FBN2,P35556
IFT81,Q8WYA0
SRM,P19623
SRM,""
MMADHC,Q9H3L0
FBN2,""
MMADHC,""
EPB42,P16452
MTLN,Q8NCU8
EPB42,""
HOPX,Q9BPY8
GRIA1,""
TRIM8,Q9BZR9
IFT81,""
TRIM8,""
DNASE2,O00115
DNASE2,""
SYPL1,Q16563
CIAO2A,Q9H5X1
CIAO2A,""
THNSL2,Q86YJ6
SYPL1,""
THNSL2,""
EPB41L2,O43491
ELOF1,""
ELOF1,P60002
RNPS1,Q15287
PMPCB,""
CRX,""
ALDH1A3,""
RNPS1,""
LRRTM4,""
GUCY2C,P25092
LRRTM4,Q86VH4
CRX,O43186
TPRX1,""
EXOSC10,Q01780
RAB18,""
H2AJ,Q9BTM1
H2AJ,""
TMEM129,A0AVI4
PMPCB,O75439
TMEM129,""
ALDH1A3,P47895
EXOSC10,""
CHRNA9,Q9UGM1
FOXP1,Q9H334
LRRK1,""
NLRP1,""
WBP11,Q9Y2W2
WBP11,""
PLLP,""
PLLP,Q9Y342
LRRK1,Q38SD2
SYF2,O95926
RND3,P61587
NLRP1,Q9C000
C12orf60,Q5U649
RAB18,Q9NP72
RND3,""
FOXP1,""
SMCO3,A2RU48
FZD7,O75084
RSRP1,Q9BUV0
MGP,P08493
MGP,""
RSRP1,""
RBM47,A0AV96
ERP27,Q96DN0
RBM47,""
ERP27,""
POR,""
MYBPC3,""
WNT8B,Q93098
MYBPC3,Q14896
ARHGDIB,P52566
ARHGDIB,""
CAPN15,O75808
CAPN15,""
NDUFB8,""
PRR35,P0CG20
NDUFB8,O95169
PDE6H,Q13956
OR10P1,Q8NGE3
GRIA1,P42261
IGBP1C,A0A1W2PR95
TBC1D3K,A0A087X1G2
OR1R1P,""
TMEM238L,A6NJY4
SPINK7,P58062
KRT26,Q7Z3Y9
SPINK7,""
TNFSF12,""
LINC02203,""
SPINK9,""
FYN,P06241
SPINK9,Q5DT21
TNFSF12,O43508
OR4N4C,A0A096LPK9
ATF7IP,Q6VMQ6
FYN,""
ATF7IP,""
TNFSF12-TNFSF13,""
VAT1,""
GAD2,Q05329
GAD2,""
VAT1,Q99536
MRPS22,P82650
MRPS22,""
PLBD1,Q6P4A8
PLBD1,""
POR,P16435
YME1L1,""
NPAP1,Q9NZP6
YME1L1,Q96TA2
ACADS,P16219
ACADS,""
APBB2,Q92870
FBXO38,Q6PIJ6
APBB2,""
SPPL3,Q8TCT6
SPPL3,""
NBR1,Q14596
NBR1,""
PRKAR2B,P31323
ITGB1,""
PRKAR2B,""
MYO7A,Q13402
ITGB1,P05556
THADA,Q6YHU6
THADA,""
CABP1,Q9NZU7
TMEM106A,""
SPDYE14,P0DUD3
MYO7A,""
TMEM106A,Q96A25
CABP1,""
EIF2A,Q9BY44
CCDC200,""
EIF2A,""
CCDC200,A0A1B0GVQ3
TMEM33,""
TMEM33,P57088
HPX,P02790
HTR4,Q13639
PTER,""
IL18R1,Q13478
HTR4,""
IL18R1,""
PTER,Q96BW5
FAM237A,A0A1B0GTK4
C5orf58,""
C1QL3,""
C1QL3,Q5VWW1
C5orf58,C9J3I9
ANKRD30BL,A7E2S9
CCDC192,P0DO97
PTRHD1,Q6GMV3
CCDC192,""
SRGN,P10124
SRGN,""
ADAMTS3,O15072
SNRPN,P63162
VILL,O15195
SNRPN,""
KCNN2,""
MEMO1,Q9Y316
VILL,""
KCNN2,Q9H2S1
MEMO1,""
SNURF,Q9Y675
CYP26B1,Q9NR63
AFP,P02771
CNTN5,O94779
AFP,""
CYP26B1,""
ACSF2,""
CMPK2,Q5EBM0
KMT2D,""
KMT2D,O14686
AFM,P43652
CNTN5,""
RBFOX1,""
KLHL25,Q9H0H3
PPEF2,""
RBFOX1,Q9NWB1
MRPL3,P09001
PHTF2,Q8N3S3
MRPL3,""
PPEF2,O14830
POLK,""
POLK,Q9UBT6
RHD,""
ORC2,Q13416
ORC2,""
F11,P03951
F11,""
ABLIM2,""
ABLIM2,Q6H8Q1
ACSF2,Q96CM8
GRM8,O00222
NDUFB3,O43676
GRM8,""
RPL6,Q02878
RPL6,""
RFESD,Q8TAC1
CHAD,""
RFESD,""
CHAD,O15335
RSAD1,Q9HA92
FBXL13,""
SPATA9,Q9BWV2
PTPN11,""
PLEKHH2,Q8IVE3
CPNE4,Q96A23
PTPN11,Q06124
RSAD1,""
FBXL13,Q8NEE6
RHOBTB3,""
EPN3,""
PLEKHH2,""
C12orf76,""
ARRDC4,Q8NCT1
PRRT4,C9JH25
RHOBTB3,O94955
CPNE4,""
PRRT4,""
WNT1,P04628
CEP83,""
RHD,Q02161
EPN3,Q9H201
GLRX,P35754
SLC12A4,Q9UP95
LRRC28,""
SLC12A4,""
VWA5B2,Q8N398
VWA5B2,""
CEP83,Q9Y592
FCHO1,""
FCHO1,O14526
ANKFN1,""
DYNC2LI1,Q8TCX1
DYNC2LI1,""
ANKFN1,Q8N957
LRRC28,Q86X40
IHO1,Q8IYA8
TMT1B,Q6UX53
ACOX3,O15254
NOG,Q13253
KCNJ12,Q14500
PPIB,""
CHN2,""
ACOX3,""
ABCG5,Q9H222
PPIB,P23284
CHN2,P52757
KCNJ18,B7U540
ABHD18,""
ABHD18,Q0P651
CHRNB4,P30926
NAV2,Q8IVL1
ABCG8,""
CHRNB4,""
PDGFC,Q9NRA1
ABCG8,Q9H221
ADAMTS20,P59510
PDGFC,""
MYH15,Q9Y2K3
ADAMTS20,""
NAV2,""
C1GALT1C1L,P0DN25
MYH15,""
TMEM50A,O95807
GRM1,Q13255
TUBA1C,""
TRIM61,Q5EBN2
TRIM61,""
DGKI,""
TUBA1C,Q9BQE3
ADAMTS7,Q9UKP4
PODXL2,Q9NZ53
MACO1,Q8N5G2
NUCB2,""
ABTB1,""
RAB32,Q13637
DGKI,O75912
MACO1,""
HMGN3,""
HMGN3,Q15651
NUCB2,P80303
FPR1,P21462
ABTB1,Q969K4
TSEN15,Q8WW01
PLG,""
TSEN15,""
PLG,P00747
ZNF550,""
CREB3L2,Q70SY1
B3GAT2,Q9NPZ5
ZNF550,Q7Z398
PANX1,Q96RD7
B3GAT2,""
CREB3L2,""
KBTBD12,Q3ZCT8
TPRX2,""
TPRX2,P0DV77
KBTBD12,""
GPR83,Q9NYM4
SULT2A1,Q06520
NOS1,P29475
LRRC71,Q8N4P6
AKAP7,Q9P0M2
AKAP7,""
MYL10,Q9BUA6
MYL10,""
ACTMAP,""
UBC,P0CG48
POLR1F,Q3B726
FMN2,""
AKAP7,O43687
ACTMAP,Q5BKX5
TMEM196,""
UBC,""
TMEM196,Q5HYL7
TCF19,Q9Y242
MGLL,Q99685
MGLL,""
MAZ,P56270
SNRPA,""
MAZ,""
PCMT1,""
PCMT1,P22061
SNRPA,P09012
BUD23,O43709
CPA1,""
FMN2,Q9NZ56
MIA,""
CARF,Q8N187
CARF,""
CPA1,P15085
MIA,Q16674
METTL9,Q9H1A3
HCLS1,P14317
GREM2,Q9H772
HCLS1,""
ITPKC,Q96DU7
ITPKC,""
MOSMO,Q8NHV5
VWA3A,""
CNOT4,O95628
DPP3,""
DPP3,Q9NY33
CNOT4,""
MAST1,""
LRPPRC,""
MORF4L1,""
ADAMTSL4,Q6UY14
MAST1,Q9Y2H9
ADAMTSL4,""
VWA3A,A6NCI4
C11orf91,Q3C1V1
C11orf91,""
IQCB1,Q15051
IQCB1,""
MORF4L1,Q9UBU8
PTP4A2,Q12974
PLA2G4C,Q9UP65
PTP4A2,""
PLA2G4C,""
FBXO3,""
NPC1L1,Q9UHC9
NPC1L1,""
FBXO3,Q9UK99
ZSWIM9,Q86XI8
SLC15A2,Q16348
SLC15A2,""
ZFYVE9,O95405
GP5,P40197
CLEC18A,A5D8T8
CARD8,""
DDX56,""
OR5B12,Q96R08
OR51V1,""
MEF2C,Q06413
CLEC18A,""
BBS4,""
OR9G4,""
LRPPRC,P42704
GIT2,Q14161
TP53TG3F,Q9ULZ0
MYLK,""
AMPD3,""
MEF2C,""
PDPN,Q86YL7
GIT2,""
PDPN,""
DDX56,Q9NY93
MYLK,Q15746
WWP2,""
AMPD3,Q01432
C4B_2,""
BBS4,Q96RK4
C4B_2,P0C0L5
TMCO4,Q5TGY1
TMCO4,""
WWP2,O00308
BET1L,""
BET1L,Q9NYM9
VEGFA,""
VEGFA,P15692
HYI,""
OGDH,""
GAS2,""
TP53TG3C,Q9ULZ0
HYI,Q5T013
GAS2,O43903
OGDH,Q02218
CARD8,Q9Y2G2
NPIPA8,P0DM63
NPIPA8,""
H2AX,P16104
APLNR,P35414
CDV3,""
CDV3,Q9UKY7
ABCB9,Q9NP78
HTR3B,O95264
HTR3B,""
IFITM2,""
ZFAND6,Q6FIF0
ABCB9,""
IFITM2,Q01629
ZNF114,Q8NC26
ZFAND6,""
ANAPC15,""
ZNF114,""
NPIPA1,Q9UND3
TCERG1,O14776
TCERG1,""
POLR1A,O95602
POLR1A,""
ZNF609,O15014
LINC02218,""
H3Y2,P0DPK5
ZNF609,""
TOPBP1,Q92547
TOPBP1,""
H3Y1,P0DPK2
ZMIZ2,Q8NF64
SPOCK1,Q08629
SPINK8,P0C7L1
ZMIZ2,""
SPOCK1,""
OAZ2,""
ITGA4,P13612
SHOX2,O60902
OAZ2,O95190
SHOX2,""
KLHL3,Q9UH77
RBPMS2,Q6ZRY4
ATP13A5,Q4VNC0
ANAPC15,P60006
ATP13A5,""
KLHL3,""
CSAD,Q9Y600
ITGA4,""
LIMCH1,Q9UPQ0
ADGRB2,""
LIMCH1,""
CSAD,""
FOXI3,A8MTJ6
ADGRB2,O60241
SPMIP9,Q96LM6
MUC22,""
ROBO1,Q9Y6N7
RPIA,P49247
MAP3K7,O43318
SRCAP,Q6ZRS2
ROBO1,""
SRCAP,""
LIG1,P18858
MAP3K7,""
LIG1,""
FLYWCH2,Q96CP2
FLYWCH2,""
NTNG1,Q9Y2I2
GMCL1,Q96IK5
MARCHF6,O60337
LMO3,Q8TAP4
NPIPB9,""
C3orf49,Q96BT1
NPIPB9,F8W1W9
C3orf49,""
MARCHF6,""
LMO3,""
SNRNP27,Q8WVK2
NPIPB12,F8W0I5
SNRNP27,""
NPIPB12,""
OR5H15,A6NDH6
ADGB,""
ANKRD65,E5RJM6
KCNMB2,""
KCNMB2,Q9Y691
NOL3,""
HDAC9,Q9UKV0
HDAC9,""
MXD1,""
NOL3,O60936
ANKRD33B,A6NCL7
MXD1,Q05195
ANKRD33B,""
SNAP47,""
ADGB,Q8N7X0
SNAP47,Q5SQN1
PCBP1,Q15365
VPS35L,""
B4GALT2,""
B4GALT2,O60909
C2orf42,Q9NWW7
MOB3A,Q96BX8
RNF212,""
C2orf42,""
MOB3A,""
OLFML2B,""
RNF212,Q495C1
OLFML2B,Q68BL8
FAAP24,""
SRGAP3,O43295
C4orf50,""
C4orf50,Q6ZRC1
SLIT3,O75094
FAAP24,Q9BTP7
SMIM31,A0A1B0GVY4
TMBIM4,Q9HC24
OR7C1,O76099
IL20,Q9NYY1
DCAF17,Q5H9S7
DCAF17,""
TMBIM4,""
POU2AF1,Q16633
POU2AF1,""
DNASE2B,Q8WZ79
OR2L2,Q8NH16
OR2L3,Q8NG85
SMIM23,A6NLE4
OR2M4,Q96R27
PCSK4,""
CYBRD1,Q53TN4
LAYN,""
CYBRD1,""
C2orf74,""
CPNE9,Q8IYJ1
LAYN,Q6UX15
LARP4,""
C2orf74,A8MZ97
PCSK4,Q6UW60
CPNE9,""
ZNF445,P59923
SELENOP,P49908
SIK2,Q9H0K1
SELENOP,""
BTG4,Q9NY30
BTG4,""
SMARCA5,O60264
VPS35L,Q7Z3J2
SGK1,O00141
HOATZ,Q6PI97
HOATZ,""
NKTR,""
TMEM86A,Q8N2M4
ALB,""
OR2T35,Q8NGX2
OR10K2,Q6IF99
RBM15,Q96T37
RBM15,""
NKTR,P30414
IGSF22,Q8N9C0
JMJD4,Q9H9V9
TBXAS1,P24557
SGK1,""
KLHDC7A,Q5VTJ3
RASA2,""
SPSB3,Q6PJ21
MTX1,Q13505
PDE4C,Q08493
TBXAS1,""
MTX1,""
GJA1,P17302
RASA2,Q15283
SPSB3,""
LARP4,Q71RC2
ARL8A,Q96BM9
ARL8A,""
PDE4C,""
PTPN5,""
GPR37L1,""
GPR37L1,O60883
TAFA1,Q7Z5A9
ZSCAN5C,A6NGD5
SELENOK,Q9Y6D0
SELENOK,""
PTPN5,P54829
PINLYP,A6NC86
SELENOV,P59797
SELENOV,""
MRGPRX2,Q96LB1
MRGPRX1,Q96LB2
ZNF322,Q6U7Q0
RASA4B,""
RASA4B,C9J798
ZNF322,""
SCAP,Q12770
JAM3,""
H2BC4,P62807
NLRP11,P59045
SCAP,""
SNX27,""
ALB,P02768
NLRP11,""
VN1R4,Q7Z5H5
SNX27,Q96L92
ARHGAP35,Q9NRY4
JAM3,Q9BX67
WIPI2,Q9Y4P8
VEZT,Q9HBM0
SORCS2,Q96PQ0
SORCS2,""
NPAS1,Q99742
CFAP99,D6REC4
NPAS1,""
VPS26B,Q4G0F5
SHISA5,Q8N114
VPS26B,""
TMEM160,Q9NX00
VEZT,""
SLC29A4,""
KIFC3,Q9BVG8
SHISA5,""
ZC3H4,Q9UPT8
ZC3H4,""
STXBP5,Q5T5C0
SLC29A4,Q7RTT9
KIFC3,""
GAB1,Q13480
CELF3,Q5SZQ8
STXBP5,""
GAB1,""
CELF3,""
SAE1,""
THYN1,Q9P016
RIIAD1,""
EBF1,Q9UH73
SAE1,Q9UBE0
RIIAD1,A6NNX1
GNRHR,P30968
CCDC174,Q6PII3
EBF1,""
CCDC174,""
TMPRSS11D,O60235
TMPRSS11D,""
MRPL9,Q9BYD2
ACAD8,""
MRPL9,""
IL22RA2,Q969J5
BBC3,Q9BXH1
BBC3,Q96PG8
TMPRSS11A,""
TMEM244,Q5VVB8
TMPRSS11A,Q6ZMR5
STAMBP,O95630
KCNIP1,Q9NZI2
STAMBP,""
ACAD8,Q9UKU7
KCNIP1,""
SH2B1,""
ARG1,""
PHF7,Q9BWX1
OAZ3,""
CCDC9,""
GPRIN3,Q6ZVF9
GPRIN3,""
CCDC9,Q9Y3X0
PHF7,""
GLB1L3,Q8NCI6
OAZ3,Q9UMX2
INAFM1,C9JVW0
NACC1,Q96RE7
NACC1,""
SH2B1,Q9NRF2
LINGO4,Q6UY18
ARG1,P05089
THEM5,Q8N1Q8
GABRP,""
GLB1L3,""
PSMD8,""
THEM5,""
THEM4,Q5T1C6
OR52E5,Q8NH55
PSMD8,P48556
THEM4,""
FBXO8,Q9NRD0
WDR6,""
S100A10,P60903
GABRP,O00591
FBXO8,""
WDR6,Q9NNW5
PLCXD3,Q63HM9
CEP44,""
DEAF1,O75398
FTO,""
CEP44,Q9C0F1
FTO,Q9C0B1
ACVR1C,Q8NER5
TENT2,Q6PIY7
TENT2,""
MED23,Q9ULK4
MED23,""
CPPED1,Q9BRF8
TKT,P29401
SHISA9,B4DS77
ENPP3,""
FSTL4,Q6MZW2
NPIPB7,O75200
NPIPB7,""
